timestamp,segment,track_id,entry,exit,movement_id
5953.699,3,8399,S,N,8
5980.714,3,8460,S,N,8
6033.144,3,8198,N,S,4
6034.65,3,8547,S,N,8
6055.287,3,8549,S,N,8
6062.796,3,8496,N,S,4
6066.311,3,8556,N,S,4
6073.663,3,8584,S,N,8
6074.051,3,8579,S,N,8
6077.124,3,8561,N,S,4
6088.7,3,8562,N,S,4
6095.36,3,8603,S,N,8
6105.06,3,8610,N,S,4
6116.341,3,8634,N,S,4
6143.286,3,8662,N,S,4
6192.028,3,8740,N,S,4
6218.408,3,8778,N,S,4
6419.534,4,8919,E,W,6
6447.723,4,8931,E,W,6
6476.3,4,8344,E,W,6
6501.046,4,8935,E,W,6
6943.4,4,9368,E,W,6
6994.584,4,9416,E,W,6
7024.287,4,9423,E,W,6
7100.151,4,9060,N,S,4
7121.428,4,8960,N,S,4
7123.289,4,9013,N,S,4
7138.406,4,9345,N,S,4
7146.632,4,9595,N,S,4
7153.537,4,9344,N,S,4
7162.745,4,9603,N,S,4
7237.781,4,9696,N,S,4
7345.744,4,9872,N,S,4
7372.495,4,9881,N,S,4
7538.276,4,10077,E,W,6
7577.499,4,10095,E,W,6
7618.275,4,10216,W,S,11
7630.953,4,10221,W,E,2
7642.403,4,10208,W,E,2
7680.52,4,10295,W,E,2
7704.577,4,10217,W,E,2
7755.967,4,10366,W,S,11
7771.901,4,10365,W,E,2
7778.648,4,10398,W,E,2
7908.566,4,9039,S,N,8
7912.172,4,10631,S,W,3
7929.632,4,10685,S,N,8
7937.576,4,10690,S,N,8
7940.454,4,10632,S,W,3
7942.619,4,10708,S,N,8
7951.367,4,10765,S,W,3
7955.759,4,10772,S,N,8
7973.261,4,10795,S,N,8
7975.136,4,10769,S,W,3
7981.121,4,10804,S,N,8
7989.806,4,10810,S,N,8
7997.062,4,10814,S,W,3
8011.764,4,10848,S,N,8
8017.6,4,10832,S,N,8
8038.293,4,10849,S,W,3
8040.487,4,10887,S,N,8
8052.222,4,10935,S,N,8
8053.71,4,10894,S,W,3
8067.218,4,10968,S,N,8
8113.204,4,11068,S,N,8
8135.807,4,10802,N,S,4
8140.749,4,11104,S,N,8
8147.561,4,11165,S,E,10
8148.63,4,11111,S,N,8
8166.318,4,11042,N,S,4
8167.451,4,10451,N,S,4
8182.255,4,11141,N,S,4
8182.255,4,11183,S,N,8
8187.755,4,11024,N,S,4
8194.629,4,11154,N,S,4
8201.198,4,11213,S,N,8
8208.818,4,11142,N,S,4
8208.819,4,11212,S,N,8
8216.521,4,11199,N,S,4
8227.951,4,11237,S,N,8
8228.306,4,11235,S,N,8
8241.3,4,11233,N,S,4
8247.59,4,11284,S,N,8
8258.521,4,11228,N,S,4
8268.249,4,11293,N,S,4
8287.022,4,11346,N,S,4
8288.071,4,11347,N,S,4
8308.225,4,11379,N,E,7
8308.588,4,11426,N,S,4
8324.902,4,11432,N,S,4
8344.972,4,11430,N,S,4
8682.326,4,11883,W,E,2
8703.672,4,11959,W,S,11
8715.749,4,11878,W,E,2
8725.031,4,10748,W,E,2
8725.736,4,11922,E,W,6
8754.451,4,11968,E,W,6
8765.854,4,11097,W,E,2
8766.592,4,11569,W,E,2
8781.291,4,11874,W,E,2
8789.578,4,11772,E,W,6
8807.251,4,11088,W,E,2
8816.024,4,11743,E,W,6
8830.007,4,11912,W,E,2
8833.23,4,12096,E,W,6
8858.568,4,12072,W,E,2
8935.076,5,11348,S,N,8
8955.515,5,12199,S,W,3
8959.615,5,11388,S,N,8
8962.958,5,12206,S,N,8
8984.981,5,12217,S,N,8
8989.339,5,12224,S,N,8
9013.231,5,12252,S,N,8
9015.847,5,12227,S,W,3
9017.35,5,12254,S,N,8
9029.244,5,12269,S,N,8
9033.31,5,12285,S,N,8
9047.042,5,12272,S,W,3
9049.264,5,12305,S,N,8
9059.763,5,12320,S,N,8
9067.462,5,12328,S,N,8
9074.353,5,12324,S,W,3
9088.91,5,12353,S,N,8
9095.194,5,12386,S,N,8
9098.908,5,12345,S,W,3
9118.9,5,12412,S,N,8
9119.267,5,12417,S,N,8
9146.08,5,12442,S,N,8
9168.871,5,12450,N,S,4
9177.218,5,12463,S,N,8
9199.649,5,12512,N,W,12
9234.555,5,12489,N,S,4
9254.316,5,12511,N,S,4
9255.083,5,12545,S,N,8
9284.974,5,12551,N,S,4
9410.535,5,12689,N,E,7
9687.519,5,12596,W,E,2
9728.997,5,13062,E,W,6
9746.351,5,13105,E,N,9
9765.57,5,13113,W,E,2
9773.447,5,13074,E,W,6
9803.591,5,13120,E,W,6
9883.849,5,13154,E,S,1
9897.227,5,13214,E,W,6
9909.752,5,13262,E,N,9
9992.291,5,13292,S,N,8
9997.232,5,12643,S,N,8
10003.699,5,13326,S,E,10
10021.234,5,13284,S,N,8
10024.29,5,13291,S,N,8
10029.273,5,12692,S,W,3
10040.734,5,13331,S,N,8
10077.591,5,13419,S,E,10
10104.041,5,13418,S,N,8
10133.609,5,13461,S,N,8
10133.974,5,13487,S,N,8
10184.859,5,13569,S,N,8
10191.733,5,13379,N,S,4
10191.734,5,13634,S,N,8
10206.397,5,13655,S,N,8
10207.909,5,13167,N,S,4
10211.684,5,13648,S,N,8
10221.287,5,13668,S,N,8
10222.436,5,13615,N,S,4
10223.586,5,13248,N,S,4
10233.128,5,13671,S,N,8
10240.821,5,13641,N,S,4
10243.895,5,13616,N,S,4
10248.067,5,13685,S,N,8
10253.795,5,13703,S,N,8
10277.04,5,13765,N,S,4
10284.092,5,13779,S,N,8
10293.169,5,13750,N,S,4
10302.524,5,13793,S,N,8
10330.939,5,13821,S,N,8
10355.103,5,13840,S,N,8
10374.827,5,13850,S,N,8
10424.758,5,13868,S,N,8
10718.44,5,14096,W,E,2
10727.282,5,14035,W,S,11
10741.212,5,13922,W,E,2
10764.391,5,14186,W,S,11
10775.926,5,14108,W,E,2
10786.492,5,14176,E,W,6
10811.159,5,14151,E,W,6
10832.358,5,14191,E,W,6
10850.459,5,14209,E,N,9
10883.88,5,14319,E,W,6
10909.35,5,14299,E,W,6
10927.153,5,14346,W,S,11
10956.612,5,14364,E,W,6
10972.711,5,14351,E,W,6
11033.366,5,14060,S,N,8
11051.775,5,14038,S,N,8
11066.868,5,14418,S,N,8
11087.845,5,14430,S,W,3
11093.74,5,14481,S,E,10
11099.762,5,14433,S,N,8
11113.206,5,14464,S,W,3
11129.019,5,14479,S,N,8
11136.846,5,14491,S,N,8
11155.297,5,14509,S,N,8
11160.732,5,14510,S,N,8
11177.497,5,14531,S,N,8
11184.281,5,14523,S,N,8
11200.186,5,14552,S,N,8
11205.416,5,14557,S,N,8
11216.324,5,14572,S,N,8
11233.923,5,14477,N,S,4
11236.533,5,14595,S,N,8
11238.422,5,14592,S,N,8
11249.249,5,14388,N,S,4
11262.142,5,14413,N,S,4
11303.059,5,14636,N,S,4
11309.66,5,14611,N,S,4
11322.552,5,14674,S,N,8
11353.853,5,14715,S,N,8
11363.896,5,14734,S,N,8
11473.704,6,14869,N,S,4
11491.426,6,14913,N,S,4
11876.102,6,15283,E,W,6
11897.856,6,15085,W,E,2
11897.857,6,15305,E,W,6
11926.369,6,15017,W,E,2
11927.487,6,15387,W,S,11
11956.9,6,15316,W,E,2
12121.212,6,15507,N,S,4
12126.758,6,15079,N,S,4
12145.766,6,15440,S,N,8
12145.767,6,15548,S,E,10
12153.743,6,15508,S,N,8
12159.563,6,15519,S,N,8
12177.907,6,15545,S,N,8
12203.039,6,15578,S,N,8
12230.145,6,15601,S,N,8
12238.288,6,15620,S,N,8
12255.051,6,15662,S,N,8
12310.137,6,15718,S,N,8
12331.897,6,15748,S,N,8
12394.579,6,15824,S,N,8
12419.259,6,15883,N,S,4
12424.365,6,15872,S,N,8
12464.798,6,15911,N,S,4
12479.333,6,15928,N,S,4
12520.899,6,15955,N,S,4
12713.548,6,15975,E,W,6
12716.414,6,16132,E,N,9
12763.432,6,16154,E,W,6
12877.541,6,15865,W,E,2
12912.396,6,16241,W,E,2
12922.405,6,16279,W,E,2
13084.712,6,15913,S,N,8
13086.967,6,15991,S,N,8
13094.972,6,16367,S,W,3
13107.161,6,16375,S,N,8
13122.274,6,16408,S,N,8
13125.165,6,16409,S,N,8
13145.393,6,16422,S,N,8
13183.528,6,16462,S,N,8
13186.837,6,16476,S,N,8
13197.383,6,16467,S,N,8
13222.363,6,16493,S,N,8
13235.642,6,16548,S,N,8
13243.854,6,16536,S,N,8
13261.306,6,16580,S,N,8
13263.431,6,16519,N,S,4
13277.796,6,16600,S,N,8
13281.65,6,16618,S,N,8
13301.95,6,16640,S,N,8
13304.076,6,16669,S,N,8
13316.466,6,16675,S,N,8
13328.725,6,16652,N,S,4
13333.349,6,16687,S,N,8
13356.887,6,16724,S,N,8
13359.8,6,16713,N,S,4
13372.361,6,16736,S,N,8
13741.277,6,17104,E,S,1
13950.048,7,17302,W,E,2
13953.288,7,17332,W,E,2
13971.917,7,17330,W,E,2
13977.995,7,17380,E,N,9
13992.889,7,17331,W,E,2
14023.211,7,17398,W,E,2
14137.953,7,17494,E,W,6
14160.957,7,17523,W,E,2
14191.858,7,17535,W,E,2
14285.1,7,17692,S,E,10
14299.032,7,17309,S,N,8
14328.49,7,17616,S,W,3
14343.977,7,17087,S,N,8
14344.724,7,17550,S,W,3
14352.156,7,17724,S,N,8
14360.982,7,17710,S,W,3
14367.243,7,17720,S,N,8
14375.276,7,17734,S,W,3
14384.168,7,17749,S,N,8
14387.385,7,17763,S,N,8
14400.203,7,17829,S,E,10
14401.608,7,17779,S,N,8
14404.074,7,17775,S,W,3
14415.349,7,17819,S,N,8
14416.056,7,17818,S,N,8
14422.437,7,17827,S,W,3
14436.235,7,17846,S,N,8
14449.755,7,17856,S,N,8
14474.435,7,17883,S,N,8
14480.489,7,17902,N,S,4
14496.985,7,17940,S,N,8
14506.123,7,17903,N,S,4
14536.429,7,17979,N,S,4
14540.868,7,18016,S,N,8
14562.31,7,18052,N,S,4
14585.25,7,18117,N,S,4
14607.512,7,18158,N,S,4
14632.222,7,18198,N,S,4
14632.962,7,18195,N,S,4
14652.431,7,18245,N,S,4
14667.567,7,18231,N,E,7
14871.535,7,18452,E,S,1
14970.388,7,18556,W,S,11
15112.19,7,18736,S,E,10
15152.015,7,17832,S,E,10
15173.327,7,18445,S,E,10
15190.68,7,18735,S,E,10
15476.948,7,18979,W,E,2
15558.905,8,19120,W,S,11
15570.333,8,19153,E,W,6
15579.264,8,19110,E,N,9
15621.89,8,19261,E,W,6
15660.363,8,19279,W,E,2
15681.828,8,19346,E,W,6
15718.408,8,19304,E,W,6
15745.87,8,19438,E,W,6
15754.663,8,19473,E,N,9
15773.339,8,19471,E,W,6
15840.588,8,19104,S,N,8
15850.262,8,19105,S,N,8
15862.806,8,19132,S,N,8
15877.695,8,19557,S,N,8
15883.738,8,19103,S,N,8
15898.111,8,19191,S,N,8
15910.97,8,19610,S,N,8
15959.051,8,19109,S,W,3
15966.513,8,19687,S,N,8
15982.55,8,19710,S,N,8
15985.121,8,19616,S,W,3
15989.121,8,19739,S,N,8
16008.169,8,19767,S,W,3
16018.803,8,19771,S,N,8
16025.899,8,19808,S,N,8
16035.49,8,19821,S,N,8
16045.059,8,19893,N,S,4
16053.993,8,19859,S,N,8
16077.285,8,19944,N,S,4
16095.67,8,20008,N,S,4
16111.612,8,19111,N,S,4
16163.791,8,20119,N,S,4
16164.101,8,20049,N,S,4
16177.767,8,20081,N,S,4
16194.438,8,20166,N,S,4
16207.016,8,20228,S,N,8
16217.883,8,20237,N,S,4
16288.009,8,20323,N,S,4
16315.931,8,20343,N,S,4
16550.506,8,20593,W,E,2
16553.971,8,20431,E,N,9
16580.701,8,19590,E,W,6
16593.677,8,20842,E,W,6
16670.783,8,20905,E,W,6
16709.933,8,20475,S,N,8
16713.685,8,20446,S,N,8
16726.929,8,21019,S,W,3
16728.898,8,20589,S,N,8
16742.146,8,20769,S,N,8
16748.647,8,20786,S,W,3
16760.351,8,21048,S,N,8
16770.961,8,21098,S,N,8
16774.713,8,21102,S,N,8
16826.907,8,21312,N,S,4
16836.128,8,20400,N,S,4
16843.091,8,21341,S,N,8
16843.38,8,21376,S,N,8
16854.564,8,21380,S,N,8
16855.981,8,20440,N,S,4
16858.799,8,21403,S,N,8
16863.092,8,20496,N,S,4
16875.953,8,21458,S,N,8
16882.695,8,20619,N,S,4
16888.559,8,21277,N,S,4
16888.559,8,21499,S,N,8
16898.326,8,21295,N,S,4
16900.603,8,21259,N,S,4
16910.228,8,21387,N,S,4
16923.074,8,21477,N,S,4
16931.329,8,21300,N,S,4
16947.543,8,21557,N,S,4
16950.56,8,21294,N,S,4
16953.081,8,21617,S,N,8
16960.192,8,21593,N,S,4
16963.255,8,21592,N,S,4
16971.328,8,21638,N,S,4
16972.919,8,21633,N,S,4
16975.5,8,21658,E,N,9
16982.413,8,21693,N,S,4
16986.71,8,21683,N,S,4
16991.942,8,21716,N,S,4
17005.065,8,21747,N,S,4
17016.144,8,21774,N,S,4
17023.708,8,21781,N,S,4
17036.755,8,21842,N,S,4
17064.823,8,21867,N,S,4
17076.004,8,21916,N,S,4
17080.254,8,21927,N,S,4
17158.666,8,22058,W,E,2
17180.875,8,22090,W,E,2
17196.508,8,22201,W,E,2
17259.972,8,22324,E,W,6
17298.51,8,22412,E,W,6
17300.719,8,22408,E,S,1
17312.383,8,21310,E,W,6
17361.568,8,22506,E,W,6
17453.923,8,22069,S,N,8
17468.462,8,22442,S,N,8
17469.332,8,22610,S,W,3
17483.649,8,22522,S,N,8
17495.91,8,22652,S,W,3
17498.991,8,22644,S,N,8
17508.235,8,22164,S,N,8
17509.249,8,22668,S,N,8
17555.178,9,22770,S,N,8
17572.719,9,22823,S,N,8
17577.613,9,22824,S,N,8
17584.477,9,22866,S,N,8
17590.832,9,22880,S,N,8
17595.716,9,22899,S,N,8
17596.857,9,21984,N,S,4
17602.639,9,22925,N,S,4
17604.673,9,22930,S,N,8
17608.781,9,22007,N,S,4
17613.701,9,22059,N,S,4
17633.724,9,22447,N,S,4
17640.376,9,22573,N,S,4
17641.301,9,22571,N,S,4
17656.36,9,23032,N,S,4
17661.887,9,23103,N,S,4
17668.233,9,23093,N,S,4
17683.034,9,23142,N,S,4
17683.963,9,23174,N,S,4
17689.233,9,23162,N,S,4
17695.088,9,23203,N,S,4
17700.937,9,23199,N,S,4
17735.274,9,23251,N,S,4
17752.448,9,23363,N,S,4
17775.246,9,23378,N,S,4
17843.851,9,22816,E,W,6
17886.026,9,22593,E,W,6
17909.102,9,22655,E,W,6
17983.987,9,23641,E,W,6
18024.976,9,23736,E,W,6
18088.722,9,23815,E,W,6
18162.765,9,23423,S,E,10
18183.189,9,23775,S,E,10
18185.322,9,23553,S,E,10
18209.982,9,24040,S,E,10
18241.524,9,23933,S,E,10
19255.893,9,24774,S,N,8
19297.683,9,24921,S,N,8
19324.472,9,24971,S,N,8
19341.612,9,25421,S,N,8
19343.619,9,25438,S,W,3
19407.219,9,25518,S,N,8
19423.641,9,25539,S,N,8
19464.74,9,25573,S,N,8
19485.321,9,25622,N,S,4
19487.651,9,25603,S,N,8
19508.186,9,25631,S,N,8
19513.166,9,24936,N,S,4
19528.978,9,25652,S,N,8
19563.962,9,25226,N,S,4
19586.005,9,25376,N,S,4
19599.659,9,25764,S,N,8
19611.671,9,25553,N,S,4
19649.923,9,25706,N,S,4
19691.31,9,25809,N,S,4
19741.467,9,25827,N,S,4
20300.518,10,25943,E,N,9
20305.305,10,26161,W,E,2
20334.791,10,25867,E,W,6
20353.545,10,26316,E,W,6
20375.031,10,26051,E,W,6
20389.509,10,26141,E,W,6
20436.337,10,26339,E,W,6
20563.226,10,26464,S,N,8
20567.056,10,26323,S,N,8
20595.415,10,26423,S,N,8
20603.335,10,26619,S,W,3
20620.603,10,26159,S,N,8
20624.97,10,26625,S,N,8
20649.064,10,26641,S,N,8
20656.095,10,26516,S,N,8
20661.663,10,26643,S,W,3
20690.437,10,26634,S,N,8
20706.898,10,26638,S,W,3
20713.13,10,26655,S,N,8
20745.915,10,26679,S,N,8
20766.053,10,26719,S,N,8
20790.375,10,26748,S,N,8
20802.838,10,26737,S,N,8
20841.402,10,26766,S,N,8
20847.832,10,25922,N,S,4
20871.049,10,26778,S,N,8
20874.124,10,26802,N,S,4
20886.83,10,26844,S,N,8
20902.013,10,25997,N,S,4
20913.855,10,25967,N,S,4
20920.179,10,26066,N,S,4
20954.734,10,26882,S,N,8
20957.126,10,26002,N,S,4
20980.221,10,26887,N,S,4
20981.166,10,26888,S,N,8
21077.258,10,27037,N,S,4
21135.127,10,27039,N,S,4
21135.437,10,27071,N,S,4
21150.823,10,27069,N,S,4
21221.449,10,27132,N,S,4
21875.227,10,27087,S,N,8
21884.918,10,27054,S,N,8
21900.355,10,27157,S,N,8
21908.793,10,27005,S,N,8
21937.604,10,27190,S,N,8
21982.496,10,27146,S,N,8
21991.338,10,27699,S,N,8
22014.307,10,27730,S,N,8
22022.052,10,27695,S,N,8
22050.389,10,27768,S,N,8
22057.185,10,27759,S,N,8
22082.944,10,27858,S,N,8
22089.165,10,27785,S,N,8
22114.921,10,27844,S,N,8
22116.457,10,27817,S,N,8
22137.094,10,27848,S,N,8
22144.234,10,27873,S,N,8
22172.8,10,27884,S,N,8
22195.037,10,27205,N,S,4
22198.747,10,27552,N,S,4
22208.828,10,27923,S,N,8
22236.366,10,27948,S,N,8
22237.79,10,27212,N,S,4
22272.639,10,27991,S,N,8
22279.393,10,27562,N,S,4
22301.24,10,28014,S,N,8
22423.99,10,28114,N,S,4
22457.075,10,28118,N,S,4
22475.028,10,28175,N,S,4
22633.363,10,28263,N,S,4
23083.691,11,28615,E,W,6
23144.3,11,28090,E,W,6
23171.169,11,28341,E,W,6
23305.652,11,28074,S,N,8
23353.326,11,28027,S,W,3
23354.786,11,28329,S,N,8
23374.047,11,28250,S,N,8
23381.172,11,28441,S,N,8
23389.961,11,28063,S,W,3
23411.923,11,28827,S,N,8
23437.66,11,28881,S,N,8
23442.607,11,28829,S,N,8
23457.821,11,28920,S,N,8
23468.395,11,28894,S,N,8
23480.045,11,28888,S,W,3
23486.027,11,28965,S,N,8
23488.957,11,28931,S,N,8
23533.2,11,28997,S,N,8
23556.717,11,29055,S,N,8
23575.152,11,29103,S,N,8
23601.24,11,29148,S,N,8
23660.34,11,29191,N,S,4
23676.58,11,28812,N,S,4
23708.423,11,28876,N,S,4
23742.017,11,29226,N,S,4
23969.491,11,29413,N,S,4
24079.413,11,29481,E,W,6
24104.832,11,29488,E,W,6
